

Trajectories
100
,,PETT:table1,,,PETT:table2,,,PETT:balle1,,,PETT:dos1,,,PETT:dos2,,,PETT:torse2,,,PETT:cou2,,,PETT:epaule G2,,,PETT:bras G2,,,PETT:coude G2,,,PETT:epaule D2,,,PETT:bras D2,,,PETT:coude D2,,,PETT:av bras D2,,,PETT:av bras D3,,,PETT:main D3,,,PETT:raquette2,,,PETT:raquette3,,,PETT:raquette4,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
742,0,-1346.83,891.183,-7.32737,-1380.41,-609.953,5.83907,19.7876,-175.272,507.145,-2016.03,299.017,254.627,-1755.33,269.9,206.873,-1742.45,306.408,645.368,-1906.85,301.547,736.304,-1828.19,473.802,685.667,-1855.82,634.2,407.393,-1798.06,644.169,349.544,-1858.02,136.128,703.204,-1825.13,-24.8097,396.429,-1747.74,-20.0078,361.077,-1544.96,26.0189,389.589,-1574.86,76.8639,456.242,-1505.27,41.5292,447.835,-1454.74,210.052,497.243,-1514.02,181.251,611.656,-1549.77,86.5507,557.245
743,0,-1346.82,891.167,-7.33059,-1380.48,-609.953,5.86434,-8.73278,-174.983,482.245,-2014.85,296.026,253.937,-1753.39,267.991,205.855,-1741.17,302.188,644.649,-1905.08,298.063,735.436,-1826.46,470.406,684.993,-1854.39,631.349,407.479,-1804.95,646.587,347.754,-1856.78,132.786,702.251,-1823.25,-29.8662,396.245,-1745.98,-25.9364,361.885,-1542.61,18.7541,392.246,-1572.81,69.4926,458.869,-1503.21,33.9193,450.771,-1457.05,203.371,498.432,-1512.73,173.75,614.956,-1547.42,78.7924,560.139
744,0,-1346.84,891.17,-7.34646,-1380.46,-609.954,5.85961,-37.6621,-174.895,455.599,-2013.66,292.788,253.387,-1751.44,265.862,204.774,-1739.51,299.362,643.227,-1903.01,294.306,734.504,-1824.42,466.852,684.437,-1853.51,628.455,407.493,-1795.92,638.89,349.368,-1858.35,129.415,702.358,-1821.63,-35.0324,396.052,-1744.12,-32.2553,362.584,-1540.12,10.3897,394.729,-1570.65,61.6884,461.016,-1500.89,25.7468,453.379,-1451.75,194.877,502.541,-1510.91,166.029,617.425,-1545.47,70.461,563.031
745,0,-1346.83,891.174,-7.33412,-1380.44,-609.97,5.8282,-65.6632,-174.975,433.057,-2012.35,289.294,252.736,-1749.53,263.472,203.632,-1737.83,295.535,642.258,-1901.08,290.23,733.831,-1823.17,462.752,683.999,-1852.45,625.021,407.287,-1803.37,640.976,347.31,-1852.99,125.262,699.967,-1820.09,-40.5399,395.984,-1741.99,-38.682,363.235,-1537.95,1.82891,397.038,-1568.57,52.8258,463.32,-1498.78,17.1607,456.077,-1450.09,186.919,504.659,-1509.55,158.121,619.605,-1543.08,62.5519,565.385
746,0,-1346.81,891.178,-7.35977,-1380.43,-609.957,5.84222,-93.1922,-175.139,411.801,-2010.95,285.595,251.964,-1747.67,260.783,202.43,-1735.64,291.646,641.224,-1898.4,285.917,732.812,-1820.53,458.907,683.103,-1851.8,621.243,407.14,-1802.65,637.11,346.693,-1850.52,121.078,698.631,-1818.23,-46.3322,395.748,-1739.84,-45.7822,363.596,-1535.38,-7.63158,399.742,-1566.08,44.5543,465.345,-1496.21,8.14182,458.414,-1447.21,178.503,506.659,-1507.77,150.102,621.167,-1541.1,53.7256,567.725
747,0,-1346.84,891.187,-7.32972,-1380.48,-609.956,5.84276,-119.958,-175.308,392.387,-2009.55,281.661,251.373,-1745.91,257.759,201.168,-1732.48,287.341,639.801,-1895.93,281.268,731.783,-1818.78,454.39,682.51,-1850.46,617.883,406.565,-1802.05,633.443,346.098,-1848.06,116.685,697.278,-1816.15,-52.3741,395.262,-1737.36,-52.9467,363.789,-1533.01,-16.6042,401.969,-1563.6,35.3347,467.099,-1493.63,-1.03524,460.744,-1446.26,169.859,508.002,-1505.71,141.652,623.081,-1538.53,45.1211,569.761
748,0,-1346.82,891.183,-7.35405,-1380.42,-609.944,5.81019,-146.029,-175.385,373.564,-2007.93,277.499,250.423,-1744.27,254.369,199.84,-1731.1,282.936,637.998,-1893.16,276.378,730.693,-1816.82,449.74,681.827,-1850.96,612.866,406.916,-1800.31,627.743,344.493,-1848.75,112.302,696.999,-1814.11,-58.778,394.947,-1734.84,-60.1648,363.981,-1530.14,-25.659,403.775,-1561.07,26.1094,468.833,-1490.78,-10.4596,462.856,-1444.05,160.69,509.68,-1503.95,133.009,624.778,-1536.08,35.9642,571.896
749,0,-1346.84,891.189,-7.35052,-1380.43,-609.97,5.83487,-171.584,-175.277,353.605,-2006.24,273.084,249.425,-1742.76,250.587,198.44,-1731.55,280.08,635.831,-1889.95,271.232,729.268,-1814.3,444.77,680.711,-1849.49,608.828,406.029,-1800.97,625.108,344.519,-1842.24,107.074,694.068,-1811.26,-65.2906,394.24,-1732.13,-67.7381,364.242,-1527.03,-35.3858,405.605,-1558.03,16.8666,470.654,-1487.97,-20.0546,464.971,-1441.26,151.795,511.667,-1501.66,124.029,626.37,-1533.22,26.6004,573.68
750,0,-1346.82,891.169,-7.35165,-1380.52,-609.964,5.87446,-196.861,-174.898,330.641,-2004.46,268.473,248.198,-1741.4,246.398,196.955,-1725.85,273.715,634.083,-1886.83,265.791,727.705,-1813.15,440.104,677.188,-1845.94,604.945,403.591,-1800.68,620.786,343.593,-1842.44,102.277,693.456,-1808.43,-72.1841,393.687,-1730.84,-77.6697,366.115,-1523.4,-44.8304,407.31,-1553.9,8.13839,471.98,-1484.54,-29.8438,466.936,-1438.55,142.082,513.624,-1499.36,114.511,628.272,-1530.88,16.7709,575.994
751,0,-1346.82,891.163,-7.34954,-1380.43,-609.963,5.82745,-222.107,-174.183,303.008,-2002.74,263.543,246.925,-1740.18,241.791,195.367,-1723.08,268.501,632.297,-1883.71,260.055,726.188,-1808.5,434.14,678.064,-1847.51,599.448,404.339,-1800.22,616.025,342.595,-1835.41,96.3104,690.033,-1804.93,-79.1856,392.939,-1724.81,-83.4073,364.446,-1519.79,-54.3264,409.317,-1551.51,-2.81487,474.391,-1481.06,-39.6218,469.129,-1440.11,133.085,514.217,-1496.9,104.499,630.484,-1527.41,6.6828,577.917
752,0,-1346.83,891.193,-7.32793,-1380.42,-609.978,5.83355,-247.537,-173.096,269.579,-2000.67,258.318,245.154,-1739.09,236.767,193.654,-1722.08,264.069,629.358,-1880.33,254.18,724.253,-1805.75,428.259,676.655,-1846.73,594.463,403.73,-1799.69,611.068,341.252,-1836.67,91.2799,689.706,-1800.93,-86.5489,392.118,-1720.43,-91.5413,364.534,-1515.49,-64.1001,411.28,-1547.23,-12.275,476.249,-1476.9,-49.4416,471.412,-1437.52,123.711,516.78,-1494.18,94.1451,633.049,-1523.72,-3.75234,580.158
753,0,-1346.83,891.189,-7.34384,-1380.44,-609.967,5.82801,-273.277,-171.64,230.109,-1998.76,252.754,243.518,-1738.11,231.341,191.787,-1717.15,257.06,627.695,-1877.23,247.879,722.359,-1802.14,422.329,674.596,-1845.84,589.207,402.55,-1799.07,605.842,339.766,-1829.88,84.7975,686.22,-1796.47,-94.1419,391.19,-1715.87,-100.107,364.831,-1510.66,-73.7203,413.598,-1543.23,-22.0353,478.528,-1472.58,-59.2626,474.132,-1430.55,113.216,521.907,-1491.21,83.7619,635.981,-1519.26,-14.4542,582.712
754,0,-1346.85,891.178,-7.32746,-1380.45,-609.959,5.83865,-299.321,-169.865,185.574,-1996.77,246.871,241.694,-1737.2,225.539,189.731,-1713.8,251.173,624.79,-1873.95,241.424,720.275,-1799.58,416.034,672.939,-1844.59,583.757,401.257,-1798.58,600.556,338.45,-1829.96,79.0557,685.141,-1791.46,-101.996,390.312,-1710.57,-108.575,365.143,-1505.41,-83.5659,416.341,-1538.63,-32.1146,481.113,-1467.67,-69.1661,477.018,-1431.03,104.148,523.693,-1487.81,73.2937,639.396,-1515.08,-25.0719,585.885
755,0,-1346.84,891.174,-7.33402,-1380.47,-609.953,5.84218,-325.482,-167.88,138.507,-1994.69,240.586,239.543,-1736.29,219.4,187.441,-1710.08,244.967,622.349,-1870.26,234.715,717.727,-1796,409.454,670.525,-1842.62,578.449,399.163,-1797.97,595.173,336.945,-1826.44,72.6458,682.632,-1785.87,-110.07,389.426,-1705.6,-118.869,366.117,-1499.6,-93.36,419.27,-1533.26,-41.9578,483.732,-1462.58,-78.6616,480.48,-1427.55,94.5819,527.47,-1484.03,62.4478,643.126,-1510.26,-35.8332,589.127
756,0,-1346.81,891.172,-7.35904,-1380.48,-609.956,5.8538,-350.996,-165.923,93.36,-1992.6,234.061,237.073,-1735.31,212.981,184.867,-1707.17,238.581,619.236,-1866.53,227.771,715.015,-1793.06,402.635,668.245,-1840.28,572.708,397.147,-1797.19,589.956,335.109,-1822.76,66.1229,679.989,-1779.32,-118.392,388.227,-1698.96,-127.644,366.343,-1493.72,-103.155,422.834,-1528.4,-51.9897,486.944,-1456.92,-88.642,484.374,-1423.68,84.6899,532.618,-1480.91,51.6759,647.44,-1505.69,-46.556,592.922
757,0,-1346.8,891.172,-7.34428,-1380.44,-609.963,5.84794,-375.711,-164.151,56.8289,-1990.53,227.251,234.612,-1734.17,206.493,181.846,-1704.35,231.82,615.979,-1862.87,220.597,712.359,-1789.43,395.787,665.368,-1841.45,566.214,396.939,-1796.29,583.858,333.336,-1818.6,59.2786,677.027,-1772.58,-127.005,387.274,-1691.79,-136.861,366.867,-1487.04,-112.837,426.611,-1522.89,-62.048,490.358,-1451.35,-98.5266,488.638,-1419.68,74.6712,537.9,-1477.77,40.7389,652.182,-1500.92,-57.4604,596.715
758,0,-1346.84,891.189,-7.35055,-1380.46,-609.96,5.84604,-399.687,-162.651,34.1298,-1988.42,220.207,231.895,-1732.57,199.264,178.875,-1700.26,225.008,612.412,-1858.97,213.136,709.339,-1786.7,388.468,662.607,-1839.78,559.92,394.798,-1795.34,577.892,331.247,-1814.77,52.2442,674.307,-1765.09,-135.726,386.157,-1683.78,-145.959,367.478,-1479.84,-122.524,430.562,-1517.32,-71.9021,494.172,-1445.49,-108.222,493.435,-1415.84,64.9313,543.776,-1474.86,29.8264,657.134,-1496.65,-68.1696,601.097
759,0,-1346.84,891.192,-7.35571,-1380.42,-609.947,5.82384,-422.783,-161.487,27.561,-1986.29,212.809,229.046,-1731.1,192.984,174.716,-1700.34,219.371,608.11,-1854.71,205.471,706.06,-1785.11,380.955,660.104,-1838.82,553.306,392.912,-1794.45,571.861,328.892,-1810.5,44.973,671.32,-1757.15,-144.794,385.224,-1675.54,-155.36,368.03,-1472.94,-131.965,435.094,-1510.61,-81.5077,497.629,-1438.79,-117.688,498.105,-1411.58,54.508,549.914,-1471.93,18.81,662.517,-1491.85,-79.1491,605.393
760,0,-1346.83,891.163,-7.34818,-1380.45,-609.973,5.83904,-444.708,-160.706,36.9766,-1983.98,205.183,225.88,-1728.35,185.58,170.962,-1693.71,211.155,604.921,-1850.59,197.685,702.616,-1779.74,373.234,655.791,-1838.55,546.09,391.3,-1793.48,565.395,326.57,-1802.42,36.9034,666.957,-1748.54,-153.995,384.164,-1667.07,-164.909,369.279,-1465,-141.249,439.473,-1504.89,-91.3328,502.079,-1432.32,-127.099,503.357,-1408.22,45.6471,556.863,-1469.41,7.67848,668.233,-1487.39,-90.062,609.964
761,0,-1346.83,891.171,-7.36776,-1380.44,-609.969,5.84734,-465.102,-160.331,60.3376,-1981.44,197.186,222.652,-1725.43,177.768,166.944,-1688.02,203.162,601.313,-1846.15,189.789,698.841,-1776.1,365.366,651.993,-1836.39,539.629,388.095,-1792.62,558.992,323.881,-1797.8,29.3465,663.82,-1739.61,-163.449,383.177,-1657.19,-174.451,369.551,-1457.09,-150.443,444.278,-1498.11,-100.962,506.162,-1425.47,-136.286,508.584,-1403.93,35.7653,564.053,-1466.91,-3.59047,673.918,-1482.5,-100.928,614.733
762,0,-1346.81,891.171,-7.35424,-1380.45,-609.951,5.82687,-483.611,-160.363,94.2637,-1978.98,188.898,219.159,-1723.15,169.907,162.666,-1682.89,195.279,596.915,-1841.67,181.482,694.954,-1775.11,357.075,649.08,-1835.59,532.474,385.579,-1791.77,552.136,321.036,-1791.96,21.4669,660.171,-1730.11,-173.127,382.167,-1647.54,-184.112,370.558,-1448.93,-159.19,449.147,-1492.1,-110.636,510.73,-1418.29,-145.228,513.977,-1395.52,26.5298,573.054,-1464.12,-14.7352,679.762,-1477.13,-111.876,619.361
763,0,-1346.84,891.178,-7.35273,-1380.44,-609.966,5.8378,-499.961,-160.78,134.584,-1976.58,180.524,215.399,-1719.85,161.618,158.49,-1679.19,187.809,592.064,-1836.52,173.27,690.764,-1767.81,349.028,643.208,-1834.06,525.083,382.267,-1791.5,545.109,319.126,-1790.45,14.3737,658.068,-1720.33,-182.827,381.158,-1637.89,-194.036,371.764,-1440.35,-168.121,454.25,-1484.52,-119.704,514.745,-1411.36,-153.846,519.609,-1392.75,17.6561,580.039,-1461.66,-25.5241,685.31,-1471.7,-122.473,624.179
764,0,-1346.85,891.165,-7.32012,-1380.45,-609.964,5.8141,-514.038,-161.535,176.891,-1974.44,172.079,211.745,-1717.86,153.504,153.546,-1674.36,179.719,586.929,-1831.19,164.687,686.361,-1763.49,340.585,638.383,-1833.11,517.554,378.952,-1790.41,538.351,314.269,-1784.25,6.3142,654.115,-1710,-192.765,380.032,-1626.69,-203.759,371.915,-1431.64,-176.637,459.199,-1478.47,-129.024,519.258,-1404.36,-162.27,525.25,-1390.22,8.92919,586.683,-1459.04,-36.0364,690.812,-1467.28,-132.933,629.144
765,0,-1346.79,891.167,-7.3465,-1380.43,-609.956,5.85078,-527.103,-162.314,219.002,-1972.82,163.746,207.891,-1715.54,145.007,148.457,-1673.29,172.925,580.807,-1825.79,156.223,682.024,-1762.62,332.339,635.116,-1832.16,509.961,375.6,-1789.92,530.745,311.798,-1777.35,-1.79801,649.859,-1699.5,-202.785,378.953,-1616.14,-213.628,372.971,-1423.07,-184.865,464.095,-1471.75,-137.972,523.481,-1397.06,-170.511,530.581,-1386.16,0.437277,593.337,-1457.08,-45.885,695.983,-1462.03,-142.666,633.499
766,0,-1346.85,891.163,-7.30175,-1380.47,-609.965,5.84702,-540.528,-162.823,259.781,-1972.01,155.594,204.216,-1715.05,137.14,142.714,-1665.37,164.194,575.51,-1819.99,147.627,677.694,-1757.08,324.126,629.551,-1830.97,501.944,371.893,-1789.74,523.309,308.239,-1770.68,-9.90573,645.608,-1688.78,-212.702,377.717,-1605.24,-223.155,373.707,-1414.33,-193.141,469.027,-1465.03,-146.451,527.28,-1390.11,-178.237,536.183,-1383.51,-6.46563,598.693,-1455.13,-55.3138,700.45,-1457.21,-151.89,637.722
767,0,-1346.85,891.179,-7.34756,-1380.47,-609.958,5.84443,-555.041,-162.946,298.152,-1971.5,147.632,200.59,-1713.72,129.221,137.507,-1660.17,156.21,569.607,-1813.8,139.195,673.154,-1749.85,315.994,623.38,-1829.95,493.899,368.206,-1788.86,515.87,304.313,-1763.92,-17.9262,641.417,-1677.92,-222.383,376.405,-1594.1,-232.673,374.27,-1406.17,-200.844,474.044,-1457.78,-154.678,530.722,-1382.8,-185.785,541.237,-1380.26,-13.9742,604.097,-1453.38,-64.1061,704.5,-1452.37,-160.574,641.355
768,0,-1346.83,891.182,-7.3462,-1380.48,-609.959,5.84724,-570.827,-162.712,333.129,-1970.89,139.649,196.789,-1712.59,121.634,132.507,-1655.26,148.685,563.892,-1808.05,130.954,668.774,-1744.83,307.695,618.277,-1828.97,485.811,364.454,-1788.15,508.383,300.221,-1756.76,-25.8287,637.176,-1666.93,-231.696,375.011,-1583.31,-241.425,374.81,-1397.18,-208.485,478.241,-1450.37,-162.635,533.858,-1375.6,-193.088,546.162,-1375.96,-22.3002,609.315,-1451.04,-72.4148,707.663,-1447.6,-168.925,644.805
769,0,-1346.82,891.15,-7.35288,-1380.43,-609.968,5.83547,-587.674,-162.255,363.881,-1969.98,131.417,193.048,-1709.96,113.913,128.225,-1648.89,140.902,558.135,-1801.68,122.682,664.379,-1739.75,299.552,613.201,-1828.63,477.406,361.225,-1788.08,500.525,296.517,-1750.18,-33.5437,633.243,-1656.33,-240.691,373.664,-1572.61,-250.103,375.359,-1388.53,-215.689,482.344,-1443.4,-170.198,536.832,-1368.6,-199.87,550.571,-1374.32,-28.2161,612.664,-1449.72,-80.1177,710.449,-1442.74,-176.63,647.72
770,0,-1346.83,891.173,-7.36353,-1380.44,-609.958,5.84985,-605.107,-161.774,389.807,-1967.95,122.781,189.026,-1706.22,106.414,124.374,-1644.38,133.789,552.354,-1795.7,114.4,660.32,-1738.37,291.627,609.832,-1826.95,469.473,357.081,-1787.39,492.825,292.584,-1742.81,-41.3459,629.18,-1645.64,-249.142,372.238,-1561.78,-258.473,375.309,-1380.09,-222.269,485.914,-1436.58,-177.358,539.39,-1361.27,-206.343,554.425,-1370.95,-34.7341,615.862,-1447.49,-87.3133,712.414,-1437.98,-183.934,650.088
771,0,-1346.83,891.175,-7.34918,-1380.45,-609.957,5.84391,-622.534,-161.491,410.602,-1965.1,113.791,184.528,-1703.46,99.9194,120.479,-1638.74,125.863,547.116,-1789.56,106.083,656.258,-1732.62,283.496,604.451,-1825.65,461.26,353.388,-1787.27,484.835,288.909,-1735.98,-49.1396,625.413,-1634.87,-257.237,370.492,-1551.63,-266.199,375.49,-1371.62,-228.26,488.821,-1429.58,-183.877,541.254,-1354.36,-212.068,557.673,-1366.55,-41.8967,619.524,-1445.3,-94.3332,713.665,-1433.23,-190.82,651.675
772,0,-1346.84,891.198,-7.33605,-1380.43,-609.95,5.84476,-639.377,-161.611,426.326,-1961.83,104.556,180.232,-1700.55,93.5955,116.64,-1633.93,118.568,542.04,-1783.13,97.7241,652.263,-1725.92,275.222,598.886,-1824.65,453.06,350.276,-1787.28,476.784,285.381,-1723.69,-58.0881,619.721,-1624.25,-265.245,368.599,-1540.38,-273.47,374.515,-1363.57,-233.906,491.286,-1422.68,-189.797,542.692,-1347.31,-217.406,560.24,-1363.43,-46.6387,621.638,-1442.76,-101.104,714.666,-1428.18,-197.332,652.627
773,0,-1346.84,891.185,-7.33888,-1380.48,-609.964,5.84522,-655.222,-162.285,437.473,-1958.72,95.3129,176.597,-1696.9,87.4534,112.755,-1628.2,111.241,537.467,-1777.16,89.3019,648.652,-1721.46,267.199,594.523,-1823.67,444.605,346.984,-1786.66,468.733,281.808,-1716.43,-65.8646,616.045,-1613.63,-272.632,366.518,-1530.05,-280.304,373.908,-1354.94,-238.341,492.978,-1415.74,-195.116,543.585,-1340.19,-221.975,562.229,-1359.74,-51.8048,623.719,-1439.97,-107.488,715.358,-1423.36,-203.329,653.256
774,0,-1346.85,891.186,-7.35759,-1380.52,-609.952,5.82118,-669.952,-163.563,445.044,-1956.03,86.0882,174.083,-1694.87,81.4172,108.813,-1623.09,104.659,532.864,-1770.45,80.9696,644.793,-1720.37,259.24,592.045,-1822.8,436.183,344.074,-1786.35,460.653,278.51,-1713.14,-72.3318,613.753,-1602.97,-279.833,364.165,-1519.23,-286.823,372.532,-1346.52,-242.729,494.248,-1408.37,-200.21,544.029,-1332.86,-226.071,563.626,-1356.19,-56.2206,625.08,-1436.58,-113.409,715.461,-1417.33,-208.858,653.526
775,0,-1346.81,891.17,-7.34653,-1380.48,-609.959,5.84728,-684.083,-165.316,450.29,-1953.88,76.9497,172.628,-1693.58,75.5889,105.325,-1617.07,97.8744,528.629,-1764.37,72.6542,641.341,-1712.8,251.459,586.823,-1822.09,427.759,341.322,-1786.46,452.527,275.563,-1705.35,-79.8522,609.907,-1592.13,-286.584,361.468,-1508.68,-292.775,371.201,-1335.73,-247.99,494.681,-1401.22,-204.866,543.979,-1324.96,-229.519,564.635,-1352.84,-60.2846,625.288,-1433.09,-118.602,715.159,-1410.93,-213.885,653.641
776,0,-1346.83,891.184,-7.36599,-1380.43,-609.961,5.82596,-698.196,-167.36,454.32,-1951.72,67.8778,171.787,-1691.16,70.3451,101.675,-1612.71,91.4444,524.129,-1757.43,64.4525,637.55,-1708.37,243.891,583.365,-1821.15,419.017,338.579,-1786.48,444.088,272.689,-1696.68,-87.3381,605.654,-1581.28,-292.96,358.569,-1498.16,-298.494,369.453,-1328.36,-248.443,495.281,-1393.41,-209.119,543.535,-1317.38,-232.685,565.251,-1348.35,-63.8476,624.631,-1428.98,-123.139,714.202,-1403.87,-218.148,653.271
777,0,-1346.83,891.178,-7.33625,-1380.45,-609.973,5.84557,-712.637,-169.534,457.984,-1950.18,58.9891,171.642,-1689.29,65.4416,98.2041,-1609.71,86.5333,519.164,-1751,56.4075,634.042,-1706.94,236.737,581.147,-1820.64,410.471,336.199,-1786.45,436,269.716,-1688.62,-94.2939,601.73,-1570.18,-298.982,355.272,-1486.96,-303.659,367.093,-1319.07,-252.207,495.105,-1385.43,-213.038,542.609,-1309.43,-235.296,565.293,-1343.04,-66.6674,622.839,-1424.47,-126.884,712.457,-1396.89,-221.826,652.321
778,0,-1346.84,891.173,-7.32603,-1380.44,-609.966,5.82263,-727.546,-171.7,461.892,-1948.3,50.2784,171.389,-1688.67,60.5208,94.5651,-1601.12,79.3041,515.562,-1743.98,48.3629,630.223,-1699.89,228.991,576.454,-1820.53,402.302,333.928,-1787.41,427.715,267.107,-1680.31,-101.271,597.466,-1558.78,-304.731,351.686,-1474.74,-307.039,364.08,-1309.81,-254.99,494.556,-1377.09,-216.431,540.847,-1301.12,-237.968,564.681,-1339.59,-69.4959,621.048,-1420.04,-130.151,709.619,-1390.28,-224.971,650.59
779,0,-1346.82,891.163,-7.35096,-1380.44,-609.957,5.8427,-742.903,-173.744,466.451,-1946.16,41.7877,170.63,-1687.6,56.0282,91.2105,-1595.27,73.7889,510.996,-1737.48,40.5978,626.61,-1698.1,222.032,573.905,-1820.44,393.789,331.541,-1788.25,419.973,264.497,-1667.5,-108.896,591.488,-1547.24,-310.096,347.971,-1463.08,-311.769,361.192,-1300.4,-257.704,493.554,-1368.36,-219.359,538.833,-1292.79,-240.276,563.948,-1332.01,-72.4851,619.038,-1415.26,-132.874,706.195,-1383.86,-227.861,648.296
780,0,-1346.83,891.171,-7.34864,-1380.51,-609.964,5.85222,-758.562,-175.577,471.885,-1944.13,33.6641,169.601,-1686.92,51.7585,87.9082,-1590.09,68.1871,506.112,-1730.45,32.8893,622.722,-1694.33,215.174,570.509,-1820.37,385.68,329.039,-1789.08,411.905,261.785,-1662.84,-114.225,588.555,-1535.58,-315.141,344.238,-1451.7,-315.763,358.141,-1290.46,-260.155,491.927,-1359.52,-222.201,536.274,-1284,-242.475,562.338,-1325.24,-74.8272,615.939,-1409.54,-135.336,701.975,-1376.62,-230.245,645.149
781,0,-1346.86,891.182,-7.3338,-1380.49,-609.963,5.84748,-774.304,-177.13,478.268,-1941.62,25.6958,167.914,-1686.43,47.7283,84.7307,-1584.18,62.8225,501.522,-1723.78,25.4049,619.063,-1690.01,208.173,566.866,-1820.79,377.84,326.868,-1789.92,404.219,259.204,-1653.44,-120.625,583.717,-1523.5,-319.746,340.212,-1439.69,-319.354,354.641,-1280.19,-262.427,489.919,-1349.69,-224.693,533.46,-1274.66,-244.458,560.377,-1317.58,-76.9947,612.543,-1403.47,-137.379,697.635,-1368.68,-232.462,641.695
782,0,-1346.84,891.196,-7.37072,-1380.45,-609.966,5.8423,-789.872,-178.361,485.55,-1939.46,18.205,166.122,-1686.1,43.9268,81.6954,-1579.24,57.456,496.637,-1717.22,18.1491,615.471,-1685.79,201.631,563.153,-1820.99,369.695,324.714,-1790.91,396.455,256.645,-1644.75,-126.393,579.228,-1511.23,-323.825,336.114,-1427.46,-322.491,350.805,-1269.34,-264.578,487.518,-1339.38,-226.953,530.24,-1264.16,-246.13,557.801,-1309.74,-78.7929,608.414,-1395.38,-139.109,692.773,-1359.78,-234.374,637.987
783,0,-1346.84,891.164,-7.31691,-1380.44,-609.951,5.83841,-805.015,-179.247,493.585,-1937.71,10.8575,164.554,-1685.89,40.3435,78.8182,-1573.07,52.9743,492.234,-1710.51,11.0367,611.873,-1682.76,195.308,560.111,-1821.63,361.835,322.725,-1780.53,386.585,258.354,-1635.14,-131.995,574.273,-1499,-327.397,332.035,-1415.23,-325.311,347.194,-1258.21,-266.583,484.802,-1328.53,-229.176,526.926,-1253.42,-247.97,555.049,-1299.74,-80.1247,604.008,-1386.76,-140.548,688.15,-1349.72,-235.965,634.39
784,0,-1346.83,891.187,-7.31226,-1380.45,-609.954,5.83776,-819.532,-179.79,502.162,-1936.08,3.79251,163.149,-1685.78,36.9685,76.1133,-1569.02,48.6377,487.62,-1703.94,4.13042,608.404,-1679.42,188.968,557.15,-1822.12,354.046,320.931,-1794.15,380.929,252.963,-1626.41,-137.224,569.63,-1486.53,-330.45,328.044,-1402.92,-328.361,343.515,-1246.47,-268.792,481.644,-1316.52,-231.338,523.38,-1241.54,-249.466,551.902,-1290.4,-81.9968,599.023,-1376.54,-141.719,683.416,-1338.14,-237.441,630.589
785,0,-1346.82,891.173,-7.34355,-1380.45,-609.966,5.83964,-833.313,-180.012,511.029,-1934.53,-3.09312,161.865,-1685.72,33.7921,73.594,-1563.91,44.49,483.342,-1697.67,-2.52355,604.947,-1676.59,182.816,554.563,-1823.08,346.209,319.338,-1795.8,373.008,251.141,-1617.83,-141.906,565.185,-1474.15,-333.037,324.452,-1390.84,-330.758,340.04,-1233.73,-270.907,478.312,-1303.87,-233.451,519.656,-1229.15,-251.198,548.501,-1278.69,-83.5331,593.628,-1364.97,-143.041,678.644,-1325.27,-238.963,626.78
786,0,-1346.82,891.17,-7.35214,-1380.49,-609.949,5.85344,-846.384,-179.96,519.926,-1933,-9.83114,160.648,-1685.71,30.8052,71.2718,-1559,40.6709,479.805,-1691.44,-9.01731,601.552,-1673.15,177.088,551.792,-1824.25,338.268,318.214,-1797.4,365.538,249.655,-1608.87,-146.566,560.69,-1461.5,-335.22,321.266,-1378.17,-332.887,336.609,-1220.51,-273.106,474.515,-1290.39,-235.373,515.83,-1215.89,-253.138,544.765,-1265.61,-85.0788,588.507,-1352.23,-144.279,673.942,-1312.04,-240.623,622.923
787,0,-1346.81,891.178,-7.36516,-1380.43,-609.962,5.80842,-858.945,-179.699,528.61,-1931.39,-16.4924,159.504,-1685.72,27.9991,69.1568,-1555.73,37.0822,474.286,-1685.58,-15.2926,598.31,-1670.19,171.393,549.379,-1824.99,330.953,316.873,-1798.85,358.408,248.203,-1600.23,-150.796,556.462,-1448.72,-337.169,318.611,-1365.28,-334.7,333.115,-1206.15,-275.36,470.215,-1275.85,-237.317,511.746,-1201.03,-255.073,540.259,-1252.01,-87.1222,583.314,-1337.5,-146.109,669.13,-1297.53,-242.48,618.609
788,0,-1346.81,891.175,-7.33196,-1380.47,-609.959,5.82862,-871.416,-179.317,536.882,-1929.8,-22.9146,158.853,-1685.73,25.3654,67.2582,-1552,33.7288,470.167,-1679.6,-21.1876,595.085,-1667.72,165.828,547.104,-1826.04,323.925,315.682,-1800.61,351.506,247.044,-1591.7,-154.691,552.541,-1435.48,-338.663,316.008,-1351.5,-335.895,329.235,-1191.31,-277.515,465.305,-1260.09,-239.309,507.367,-1184.93,-257.285,535.22,-1237.06,-89.4055,577.801,-1321.48,-148.145,663.886,-1281.41,-244.728,613.869
