

Trajectories
100
,,PETT:table1,,,PETT:table2,,,PETT:balle1,,,PETT:dos1,,,PETT:dos2,,,PETT:torse2,,,PETT:cou2,,,PETT:epaule G2,,,PETT:bras G2,,,PETT:coude G2,,,PETT:epaule D2,,,PETT:bras D2,,,PETT:coude D2,,,PETT:av bras D2,,,PETT:av bras D3,,,PETT:main D3,,,PETT:raquette2,,,PETT:raquette3,,,PETT:raquette4,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1403,0,-1347.18,891.077,-7.78935,-1380.43,-609.943,5.84049,-1436.1,307.151,375.491,-1733.49,943.832,196.3,-1584.66,740.814,143.476,-1610.87,757.766,578.795,-1704.72,876.544,665.007,-1513.9,902.163,649.276,-1387.92,1088.1,414.364,-1339.59,1062.52,358.36,-1816.28,755.589,614.094,-1899.07,735.601,274.673,-1859.04,687.355,218.518,-1739.32,544.033,181.534,-1702.32,535.46,262.826,-1742.2,492.052,221.772,-1716.01,344.823,201.417,-1694.6,315.188,327.825,-1668.24,427.234,336.712
1404,0,-1347.11,890.999,-7.80162,-1380.43,-609.939,5.84425,-1426.23,309.842,383.607,-1726.39,951.341,190.574,-1573.48,750.679,139.197,-1597.93,771.546,575.549,-1696.46,888.679,660.129,-1506.05,920.397,644.762,-1385.24,1102.35,403.852,-1336.88,1075.03,347.885,-1803.91,763.343,609.763,-1878.24,730.041,269.252,-1835.23,680.697,216.329,-1711.02,539.075,190.1,-1673.9,537.047,271.531,-1711.44,489.728,233.072,-1677.96,342.239,220.624,-1654.33,320.286,347.843,-1633.58,433.944,350.81
1405,0,-1348.28,890.78,-7.74124,-1380.45,-609.964,5.84592,-1410.07,311.265,391.805,-1720.01,958.673,184.842,-1562.82,760.978,135.126,-1585.24,785.437,572.386,-1688.51,900.576,655.07,-1498.33,938.405,640.084,-1381.75,1115.93,392.775,-1334.84,1087.96,337.488,-1791.15,770.733,605.375,-1858.43,721.435,266.381,-1812.53,671.44,216.69,-1683.29,533.083,200.422,-1644.11,539.122,281.028,-1680.62,487.1,247.755,-1640.05,340.639,244.778,-1611.3,329.29,372.134,-1596.08,443.668,366.442
1406,0,-1343.19,889.248,-5.74321,-1380.44,-609.944,5.85879,-1387.41,311.356,400.218,-1713.94,965.234,179.227,-1553.24,771.297,130.937,-1572.63,799.741,569.26,-1680.9,911.879,649.947,-1493.75,957.604,635.683,-1381.56,1130.79,382.903,-1333.38,1101.21,327.24,-1778.41,777.658,601.475,-1837.32,712.361,263.808,-1788.55,662.092,216.535,-1655.93,526.54,212.943,-1614.15,541.956,291.024,-1649.69,485.745,264.301,-1603.23,341.123,274.436,-1570.15,344.403,400.261,-1559.46,457.515,383.273
1407,0,-1343.15,889.233,-5.72295,-1380.42,-609.962,5.84952,-1358.16,310.08,408.941,-1709.63,971.286,174.435,-1543.18,781.97,127.246,-1560.18,813.452,566.513,-1673.56,922.588,645.062,-1487.24,975.635,630.696,-1380.54,1145.27,372.603,-1332.83,1115.08,317.247,-1765.27,783.967,598.102,-1815.8,702.14,263.202,-1764.49,651.625,219.592,-1628.36,520.378,227.765,-1584.03,545.276,301.426,-1618.25,485.598,284.289,-1564.35,345.081,308.512,-1524.03,365.446,431.337,-1520.44,476.31,399.855
1408,0,-1343.18,889.25,-5.73189,-1380.44,-609.959,5.8224,-1322.35,307.436,418.028,-1705.37,976.156,169.858,-1532.57,793.014,124.209,-1547.62,827.359,563.378,-1666.12,932.705,640.028,-1481.86,993.256,625.446,-1381.14,1159.82,362.779,-1333.91,1128.98,307.567,-1751.7,789.664,595.466,-1794.74,691.374,264.257,-1740.48,640.577,224.623,-1601.9,514.315,246.274,-1554.2,550.319,312.583,-1586.35,487.915,306.224,-1523.98,354.637,345.64,-1474.69,393.568,460.518,-1478.14,498.873,413.712
1409,0,-1343.17,889.212,-5.75722,-1380.44,-609.959,5.8164,-1283.42,303.656,426.581,-1702.51,980.42,166.025,-1523.03,804.168,120.808,-1536.28,840.725,560.649,-1658.82,942.098,635.504,-1477.24,1010.82,619.92,-1382.03,1174.5,352.87,-1334.16,1143.37,298.443,-1737.62,794.83,593.746,-1773.4,680.53,266.632,-1718.24,628.727,231.36,-1574.55,510.114,267.518,-1524.26,557.097,324.162,-1553.77,493.351,329.342,-1481.88,369.941,382.845,-1425.28,427.678,486.046,-1437.39,524.404,424.778
1410,0,-1343.2,889.272,-5.73047,-1380.43,-609.947,5.83715,-1243.53,298.936,434.071,-1699.71,983.709,162.409,-1511.32,815.608,117.482,-1523.69,854.773,557.065,-1651.38,950.973,631.227,-1473,1027.59,614.006,-1383.68,1189.04,343.115,-1335.88,1157.58,288.769,-1723.16,799.693,592.749,-1752.7,668.318,272.113,-1695.3,616.705,241.289,-1546.1,508.913,290.125,-1494.94,565.425,335.918,-1520.54,501.781,352.071,-1438.69,391.01,417.825,-1378.26,465.714,506.754,-1399.41,551.936,433.147
1411,0,-1343.18,889.225,-5.68063,-1380.45,-609.96,5.85003,-1204.17,293.464,440.164,-1696.64,986.362,158.578,-1502.03,827.366,113.141,-1511.87,868.368,553.395,-1644.1,959.464,627.281,-1469.45,1044.02,607.878,-1386.21,1203.64,333.496,-1338.1,1172.16,279.586,-1708.27,804.586,592.444,-1732.24,654.886,280.535,-1671.77,604.639,253.098,-1516.75,511.2,313.048,-1465.8,575.593,347.741,-1487.31,513.308,373.701,-1395.27,416.338,448.41,-1334.3,505.637,522.634,-1364.8,580.2,439.723
1412,0,-1343.25,889.241,-5.72922,-1380.42,-609.963,5.83915,-1165.7,287.388,444.833,-1693.92,988.683,155.056,-1491.16,838.955,108.75,-1500.73,881.755,549.384,-1636.92,967.663,623.653,-1466.46,1059.87,601.49,-1389.75,1217.75,324.214,-1342.22,1186.39,270.035,-1693.25,809.496,592.803,-1711.09,641.253,290.959,-1646.97,593.568,266.942,-1487.72,515.39,335.504,-1438.94,587.128,359.683,-1456.06,526.026,394.291,-1352.28,445.636,473.614,-1294.48,546.455,534.409,-1333.78,608.406,445.196
1413,0,-1343.38,889.299,-5.75925,-1380.44,-609.968,5.80613,-1127.71,280.826,448.273,-1691.65,990.859,151.798,-1486.13,851.229,102.902,-1489.91,894.597,545.539,-1629.79,975.517,620.292,-1463.86,1075.2,594.737,-1393.86,1231.67,314.737,-1346.06,1200.8,260.876,-1678.17,814.518,593.841,-1688.59,627.807,303.718,-1621.24,583.639,282.283,-1453.98,524.686,354.367,-1411.65,600.891,370.352,-1421.57,543.207,410.908,-1310.86,477.66,494.112,-1257.68,587.544,542.303,-1304.9,637.802,449.089
1414,0,-1343.16,889.244,-5.75228,-1380.42,-609.969,5.82739,-1089.14,273.864,450.84,-1690.28,993.204,149.421,-1477.82,861.997,98.3057,-1480.21,908.503,540.666,-1623.05,983.105,617.431,-1462.25,1089.85,588.25,-1398.74,1244.94,305.571,-1349.96,1213.91,252.073,-1662.63,819.617,595.256,-1664.68,615.829,318.115,-1594.25,575.893,298.686,-1421.99,536.023,371.695,-1385.23,616.319,379.857,-1389.37,561.576,425.625,-1271.01,512.436,509.756,-1224.68,630.594,547.224,-1278.74,668.208,451.334
1415,0,-1343.25,889.334,-5.76339,-1380.39,-609.948,5.84707,-1048.55,266.562,452.983,-1689.89,995.14,147.884,-1470.88,872.709,93.7714,-1473.06,918.738,537.821,-1616.27,990.039,615.053,-1461.28,1104.06,581.802,-1405.14,1257.4,296.98,-1359.06,1229.19,242.329,-1647.12,824.901,597.728,-1639.08,606.086,333.607,-1565.61,571.114,314.502,-1388.32,550.7,385.777,-1359.36,633.777,387.945,-1357.82,582.125,437.207,-1234.06,549.834,521.43,-1196.41,673.905,548.287,-1255.53,699.106,451.355
1416,0,-1343.31,889.294,-5.73389,-1380.51,-609.953,5.85319,-1004.31,258.957,455.186,-1689.87,996.367,146.334,-1462.91,882.977,91.0587,-1461.55,933.985,534.093,-1609.3,996.49,612.972,-1461.53,1117.6,575.714,-1411.55,1269.21,288.498,-1364.95,1241.91,234.201,-1630.76,830.032,600.371,-1612.19,599.063,349.12,-1536.88,569.042,329.834,-1356.21,567.186,397.985,-1335.14,651.819,393.817,-1327.34,604.652,446.352,-1198.79,589.36,528.459,-1171.95,717.61,545.334,-1236.32,730.374,449.786
1417,0,-1343.3,889.322,-5.79225,-1380.44,-609.942,5.83785,-954.766,251.065,457.905,-1689.53,997.212,144.521,-1458.64,893.44,87.1296,-1450.03,945.891,531.896,-1602.47,1002.45,611.426,-1462.17,1130.66,569.741,-1419.46,1280.09,280.71,-1372.86,1254.85,225.833,-1613.85,835.466,603.402,-1584.4,594.339,364.429,-1507.49,569.48,344.336,-1325.14,585.896,407.599,-1312.3,671.667,397.921,-1298.32,628.696,452.92,-1166.84,630.118,531.295,-1150.97,760.437,539.251,-1221.67,761.333,445.793
1418,0,-1343.27,889.28,-5.75296,-1380.48,-609.948,5.80331,-898.485,242.883,461.505,-1688.74,998.527,142.658,-1457.02,903.242,84.0127,-1438.62,958.322,529.672,-1595.96,1008.09,610.07,-1463.65,1142.9,564.057,-1428.22,1289.92,273.315,-1381.59,1265.59,218.593,-1596.68,841.192,606.517,-1556.12,592.006,379.07,-1477.45,572.144,357.84,-1295.42,606.745,414.936,-1289.89,693.355,399.968,-1271.28,654.093,457.016,-1136.36,672.527,529.363,-1131.68,801.811,530.383,-1204.74,792.959,439.769
1419,0,-1343.3,889.253,-5.83056,-1380.41,-609.961,5.83445,-834.439,234.396,466.197,-1687.86,1000.01,141.277,-1453.95,911.478,82.4869,-1430.54,970.791,526.46,-1589.63,1013.47,608.955,-1465.61,1154.35,558.778,-1438.57,1298.96,266.444,-1390.62,1275.51,211.285,-1578.8,847.624,609.25,-1526.98,591.74,392.858,-1447.79,577.328,370.057,-1267.15,629.477,419.626,-1270.14,715.603,400.797,-1245.45,680.987,458.195,-1110.27,714.108,524.386,-1118.91,843.876,518.926,,,
1420,0,-1343.24,889.304,-5.77706,-1380.44,-609.948,5.8296,-762.216,225.573,471.976,-1687.15,1001.65,140.467,-1454.3,919.428,80.6438,-1423.43,983.145,523.222,-1583.32,1018.56,608.177,-1468.11,1164.96,553.817,-1451.03,1308.18,260.644,-1400.61,1284.55,204.426,-1561.36,854.313,611.682,-1497.43,594.137,405.111,-1417.7,584.941,380.584,-1240.66,653.68,421.906,-1250.13,738.796,398.813,-1221.48,708.619,457.314,-1086.98,755.876,516.375,-1107.01,884.196,505.188,,,
1421,0,-1343.26,889.272,-5.68923,-1380.44,-609.956,5.86899,-682.215,216.376,478.559,-1686.38,1003.2,139.964,-1454.05,925.442,79.0005,-1419.51,996.099,519.426,-1576.87,1023.48,607.623,-1470.42,1174.8,548.953,-1460.95,1313.78,253.386,-1412.19,1292.63,198.095,-1544.16,861.693,613.321,-1467.68,598.682,415.969,-1387.93,594.894,389.135,-1215.76,679.152,422.206,-1232.67,762.127,395.721,-1199.29,737.437,454.263,-1067.63,797.984,505.73,-1098.99,923.875,489.787,,,
1422,0,-1346.71,890.318,-6.89756,-1380.47,-609.943,5.84801,-595.858,206.759,485.321,-1685.66,1004.73,139.792,-1450.24,928.836,78.8674,-1413.14,1006.85,515.809,-1570.42,1028.32,607.143,-1473.01,1183.67,544.403,-1474.69,1320.21,248.147,-1424.11,1300.05,192.072,-1528.08,869.337,614.176,-1437.95,605.555,424.859,-1358.94,606.566,395.727,-1192.51,705.453,420.648,-1216.62,785.696,391.073,-1179.12,766.522,449.343,-1051.39,839.916,492.758,-1093.75,961.638,472.301,,,
1423,0,-1346.96,890.547,-6.91464,-1380.44,-609.952,5.81572,-505.786,196.674,491.234,-1685.16,1006.02,139.998,-1448.38,933.253,78.2686,-1405.99,1016.48,513.565,-1563.84,1033,606.695,-1475.05,1191.94,540.008,-1487.51,1324.93,242.743,-1436.34,1306.14,185.94,-1513.37,877.007,614.591,-1408.67,613.997,432.022,-1330.39,619.679,400.614,-1170.82,732.497,417.636,-1202.46,809.287,385.346,-1161.23,795.428,443.096,-1037.77,882.259,478.059,-1092.03,998.289,453.656,,,
1424,0,-1347.08,890.799,-6.96411,-1380.47,-609.955,5.81745,-416.068,186.071,494.806,-1684.75,1007.03,140.792,-1448.97,937.887,76.6455,-1400.94,1026.5,510.339,-1557.47,1037.47,606.43,-1477.51,1199.28,536.248,-1500.6,1328.6,237.835,-1449.38,1311.5,180.472,-1499.88,884.871,614.319,-1379.96,624.72,437.913,-1302.96,635.101,403.959,-1150.92,760.033,413.286,-1190.13,832.81,378.733,-1145.02,824.943,435.347,-1029.62,921.974,462.31,-1091.33,1032.23,433.723,,,
1425,0,-1347.19,890.867,-6.97675,-1380.46,-609.963,5.84389,-335.878,176.565,492.947,-1684.35,1007.69,142.095,-1446.31,940.944,76.7359,-1397.15,1036.5,507.078,-1551.12,1041.8,606.174,-1479.62,1206.28,532.751,-1513.47,1330.93,233.307,-1462.94,1315.84,175.41,-1487.17,892.207,613.633,-1352.03,637.331,441.897,-1276.9,652.067,405.871,-1133.17,787.935,407.922,-1179.6,856.15,371.444,-1131.21,854.264,426.618,-1023.15,962.117,445.411,-1096.08,1065.33,413.18,,,
1426,0,-1347.18,890.905,-6.90408,-1380.41,-609.959,5.86644,-266.339,167.892,486.065,-1684.03,1008.12,143.803,-1444.28,945.039,76.1786,-1392.55,1045.67,504.289,-1545.01,1045.99,606.035,-1481.57,1212.58,529.624,-1527.37,1332.35,230.061,-1476.83,1319.28,171,-1475.3,899.311,612.898,-1326.15,652.059,444.236,-1252.66,670.162,406.438,-1118.28,815.852,401.585,-1170.82,879.193,363.67,-1119.57,882.946,417.577,-1020.84,999.404,428.89,-1103.89,1096.77,392.496,,,
1427,0,-1347.22,890.923,-6.87205,-1380.47,-609.95,5.88663,-207.34,159.764,475.162,-1683.59,1008.22,145.714,-1444.86,949.188,75.2362,-1386.2,1054.04,502.409,-1539.16,1049.98,605.854,-1483.53,1218.35,527.048,-1540.46,1332.89,227.302,-1489.99,1321.64,167.124,-1463.86,906.031,612.097,-1300.83,668.508,444.281,-1229.82,689.472,405.411,-1105.14,843.271,394.629,-1163.74,901.822,355.59,-1112.38,911.129,406.924,-1021.15,1034.89,411.959,-1114.89,1126.74,372.149,,,
1428,0,-1347.26,890.945,-6.9114,-1380.46,-609.941,5.84917,-155.619,151.362,462.396,-1683.19,1008.02,147.71,-1442.91,953.495,74.2715,-1384.55,1062.99,499.284,-1533.67,1053.71,605.58,-1485.29,1223.58,524.904,-1552.9,1332.7,225.112,-1504.31,1323.1,164.177,-1452.88,912.726,611.334,-1277.96,684.938,443.47,-1209.85,709.2,403.076,-1095.74,871.008,386.536,-1158.29,923.921,347.363,-1106.15,938.48,396.83,-1023.68,1068.79,396.093,-1128.19,1155.07,352.55,,,
1429,0,-1347.28,890.988,-6.94521,-1380.49,-609.957,5.83344,-106.649,141.789,450.092,-1682.75,1007.76,149.995,-1440.73,957.745,73.7045,-1381.36,1070.56,496.779,-1528.35,1057.31,605.492,-1487.06,1228.47,523.083,-1565.18,1331.59,223.58,-1517.53,1323.85,161.685,-1442.48,919.554,610.283,-1258.29,702.081,441.081,-1191.38,729.038,399.106,-1086.2,897.189,379.386,-1154.37,945.375,339.136,-1097.8,963.035,387.974,-1027.11,1099.47,380.46,-1143.11,1181.65,334.038,,,
1430,0,-1347.3,890.997,-6.91994,-1380.44,-609.967,5.82818,-55.9617,130.396,439.98,-1682.2,1007.53,152.308,-1440.21,961.992,72.4073,-1378.52,1078.68,494.521,-1523.17,1060.83,605.374,-1488.71,1233.08,521.62,-1576.61,1330.14,222.639,-1530.28,1323.98,159.634,-1432.67,926.473,609.23,-1239.97,718.715,436.967,-1176.03,749.406,393.766,-1077.81,921.935,373.554,-1151.87,966.072,331.038,-1092.97,988.117,378.937,-1033.17,1128.88,365.502,-1159.07,1206.41,316.886,,,
1431,0,-1347.32,891,-6.89113,-1380.43,-609.958,5.84782,-0.4882,117.103,432.428,-1681.54,1007.29,154.874,-1439.06,965.95,71.516,-1375.22,1085.79,492.532,-1518.19,1064.36,605.296,-1490.09,1237.4,520.385,-1588.03,1328.12,222.483,-1543.2,1323.65,158.708,-1423.17,933.369,608.05,-1224.29,734.985,432.142,-1162.59,769.033,387.406,-1072.47,945.62,364.607,-1150.7,985.903,323.184,-1094.31,1012.07,368.793,-1040.17,1155.69,351.327,-1175.54,1229.29,301.306,,,
1432,0,-1347.31,891.016,-6.87132,-1380.44,-609.951,5.84691,59.518,103.356,424.382,-1680.89,1007.05,157.196,-1437.6,969.293,71.1086,-1372.67,1092.44,490.737,-1513.43,1067.73,605.19,-1491.62,1241.51,519.537,-1598.65,1325.94,222.835,-1555.46,1323.02,158.154,-1414.75,939.898,606.533,-1210.9,750.814,426.452,-1151.56,787.444,380.752,-1069.85,968.798,356.282,-1150.73,1004.76,315.672,-1094.18,1034.38,359.964,-1048.94,1180.19,338.935,-1192.06,1250.26,287.453,,,
1433,0,-1347.35,891.038,-6.83368,-1380.48,-609.944,5.87562,122.187,87.292,417.682,-1680.25,1006.73,159.303,-1437.18,972.861,70.7059,-1372.61,1100.13,487.773,-1509.03,1070.91,605.173,-1492.8,1245.06,518.904,-1609.08,1323.75,224.086,-1567.33,1322.31,158.304,-1406.96,945.89,604.95,-1199.19,766.618,419.914,-1142.02,805.308,373.388,-1068.03,990.197,348.176,-1151.84,1022.55,308.583,-1092.66,1054.89,352.482,-1056.64,1202.71,328,-1208.26,1269.29,275.433,,,
1434,0,-1347.35,891.047,-6.87465,-1380.44,-609.955,5.8377,179.75,80.812,397.566,-1679.67,1006.45,161.028,-1436.12,975.974,70.464,-1369.1,1105.09,486.922,-1505,1073.88,605.231,-1493.92,1248.47,518.493,-1618.34,1321.35,225.433,-1578.45,1321.26,158.978,-1400.09,951.479,603.369,-1189.38,781.73,413.148,-1134.18,822.835,365.654,-1068.89,1010.08,339.67,-1153.9,1039.18,301.985,-1098.35,1073.69,343.84,-1066.05,1222.99,318.852,-1223.79,1286.4,265.299,,,
1435,0,-1347.33,891.075,-6.8835,-1380.46,-609.969,5.84399,229.007,64.6756,377.267,-1678.93,1006.23,162.458,-1435.12,978.855,70.5975,-1367.75,1110.57,485.843,-1501.39,1076.63,605.178,-1494.89,1251.6,518.278,-1627.11,1319,227.245,-1588.85,1320.19,159.816,-1394.36,956.371,601.95,-1181.67,795.641,406.467,-1128.1,838.766,358.241,-1070.09,1028.32,331.528,-1156.79,1054.55,295.927,-1102.52,1090.72,336.362,-1075.12,1241.58,311.451,-1238.37,1301.58,257.063,,,
1436,0,-1347.3,891.096,-6.89074,-1380.43,-609.971,5.82138,272.608,50.2018,352.109,-1678.25,1006.26,163.513,-1434.75,981.318,70.596,-1366.93,1115.57,484.389,-1498,1079.19,605.263,-1495.79,1254.37,518.486,-1635.37,1316.99,229.752,-1600.35,1320,162.404,-1388.61,961.146,600.503,-1175.57,808.484,399.136,-1124.04,853.074,350.51,-1072.72,1044.78,323.354,-1160.39,1068.6,290.444,-1105.97,1105.94,329.48,-1084.61,1258.1,305.425,-1251.8,1314.89,250.698,,,
1437,0,-1347.32,891.067,-6.87297,-1380.44,-609.95,5.84072,310.188,33.8377,325.449,-1677.4,1006.41,164.491,-1433.82,983.576,71.1632,-1365.26,1119.97,483.487,-1495.08,1081.64,605.55,-1496.43,1257.06,518.713,-1643.13,1315.09,232.733,-1611.93,1320.18,165.966,-1383.99,964.995,599.592,-1171.12,820.051,391.978,-1120.79,865.759,342.957,-1074.59,1059,316.117,-1164.57,1081.26,285.555,-1110.32,1119.79,323.464,-1092.74,1272.5,299.423,-1263.89,1326.35,246.138,,,
1438,0,-1347.3,891.075,-6.86013,-1380.42,-609.976,5.82473,343.493,17.3414,298.273,-1676.63,1006.67,165.377,-1432.99,985.445,71.8132,-1364.26,1124.17,483.106,-1492.56,1083.94,605.914,-1497.21,1259.31,519.314,-1650.39,1313.11,235.852,-1621.98,1320,169.121,-1380.38,968.349,598.743,-1168.9,829.888,385.032,-1119.59,877.077,335.351,-1078.47,1071.58,309.087,-1169.23,1092.46,281.261,-1114.86,1131.99,317.92,-1100,1285.09,293.506,-1274.53,1336.01,243.291,,,
1439,0,-1347.28,891.083,-6.83525,-1380.46,-609.945,5.86833,373.775,1.45825,271.576,-1675.97,1006.98,166.363,-1435.44,988.764,71.1066,-1364.88,1127.94,482.536,-1490.38,1086.12,606.355,-1495.08,1260.38,519.533,-1656.74,1311.47,239.011,-1630.11,1319.28,171.489,-1376.75,971.589,597.908,-1167.83,838.171,378.232,-1118.76,885.838,328.645,-1083.07,1082.1,302.617,-1174.25,1102.16,277.549,-1119.44,1142.14,313.18,-1108.35,1296.16,288.54,-1283.62,1343.95,242.033,,,
1440,0,-1347.34,891.075,-6.83095,-1380.46,-609.957,5.85872,402.189,-13.2787,246.181,-1675.54,1007.38,167.22,-1431.84,989.484,73.8407,-1365.9,1132.98,481.71,-1488.6,1088.13,606.874,-1498.37,1263.81,520.694,-1662.68,1310.18,242.357,-1636.69,1318.25,173.365,-1373.96,974.372,597.346,-1169.44,844.195,371.836,-1122.14,893.83,321.153,-1088.65,1090.97,296.661,-1179.53,1110.33,274.388,-1126.05,1151.73,308.781,-1114.59,1304.59,282.983,-1291.11,1350.22,242.221,,,
1441,0,-1347.34,891.067,-6.84763,-1380.48,-609.942,5.84802,429.795,-26.5267,222.74,-1675.29,1007.84,168.138,-1431.89,990.825,74.0184,-1364.61,1134.91,482.12,-1487.24,1090.04,607.507,-1499.33,1265.57,522.028,-1667.97,1309.1,245.743,-1642.44,1317.29,175.317,-1371.95,976.5,597.006,-1170.61,849.523,365.341,-1125.37,899.686,314.529,-1093.56,1097.72,291.689,-1185,1116.95,271.732,-1131.39,1158.7,305.077,-1122.67,1312.41,279.501,-1297.01,1354.89,243.693,,,
1442,0,-1347.31,891.071,-6.85848,-1380.44,-609.965,5.82648,457.549,-38.1118,201.756,-1675.28,1008.43,169.151,-1432.6,992.43,74.5749,-1363.22,1136.89,482.974,-1486.28,1091.67,608.209,-1499.94,1267.49,523.171,-1672.76,1308.1,249.102,-1647.89,1316.77,177.776,-1370.45,978.331,596.734,-1174.12,853.099,359.309,-1130,904.107,308.342,-1102.04,1103.95,285.733,-1190.58,1122.01,269.519,-1135.82,1163.78,301.784,-1129.45,1317.9,276.099,-1301.33,1358.06,246.27,,,
1443,0,-1347.3,891.069,-6.89318,-1380.45,-609.952,5.83038,486.302,-48.0064,183.592,-1675.48,1009.21,170.175,-1433.19,993.901,75.2215,-1363.13,1138.86,483.544,-1485.71,1093.13,609.074,-1500.15,1269.18,524.122,-1676.99,1307.69,252.578,-1652.98,1316.83,180.662,-1369.75,979.246,596.816,-1178.81,855.097,353.957,-1135.79,906.762,302.572,-1105.18,1105.7,282.93,-1196.22,1125.53,267.67,-1141.15,1166.86,299.209,-1132.86,1320.56,273.004,-1304.12,1359.79,249.767,,,
1444,0,-1347.31,891.06,-6.84319,-1380.41,-609.963,5.83143,516.791,-56.3079,168.486,-1675.76,1010.03,171.071,-1432.98,994.805,76.4676,-1362.67,1140.06,484.665,-1485.49,1094.37,610.103,-1500.1,1270.49,525.032,-1680.74,1307.76,256.058,-1657.48,1317.29,183.617,-1369.55,979.783,597.127,-1184.02,855.769,349.223,-1142.65,907.593,297.485,-1113.94,1108.61,277.473,-1201.9,1127.49,266.068,-1146.32,1168.19,296.674,-1138.1,1321.89,271.32,-1305.45,1360.16,253.991,,,
1445,0,-1347.34,891.067,-6.84314,-1380.46,-609.966,5.851,549.638,-63.2164,156.565,-1676.27,1011.01,171.996,-1433.34,995.521,77.6884,-1363.79,1141.16,485.647,-1485.66,1095.48,611.146,-1500.27,1271.63,526.284,-1683.96,1308.42,259.57,-1661.66,1318.04,186.625,-1370,979.887,597.627,-1190.73,855.07,344.899,-1149.85,907.155,292.529,-1117.32,1106.24,275.496,-1207.56,1128.17,264.683,-1151.7,1167.64,294.481,-1139.6,1319.61,271.586,-1305.43,1359.25,258.747,,,
1446,0,-1347.37,891.041,-6.80003,-1380.47,-609.953,5.85699,585.346,-69.0131,147.854,-1676.95,1012.06,172.986,-1433.89,996.059,79.0506,-1364.55,1142.23,486.408,-1486.06,1096.35,612.423,-1500.97,1272.58,528.027,-1686.29,1309.46,262.711,-1664.93,1319.19,189.354,-1370.86,979.553,598.414,-1198.62,853.034,341.157,-1157.81,904.954,288.426,-1123.19,1103.76,272.291,-1213.2,1126.95,263.436,-1156.17,1165.66,292.437,-1147.09,1319.4,269.574,-1304.15,1357.15,263.846,,,
1447,0,-1347.36,891.054,-6.83245,-1380.48,-609.941,5.86779,624.291,-74.0383,142.297,-1677.99,1013.27,174.02,-1434.84,996.36,80.1402,-1365.47,1142.9,487.263,-1486.85,1097.05,613.689,-1500.61,1273.44,529.146,-1688.3,1311.06,265.911,-1667.67,1320.66,192.006,-1372.66,978.426,599.391,-1206.98,849.704,337.973,-1167.7,901.502,284.67,-1129.75,1099.93,269.065,-1218.92,1125.17,262.221,-1160.6,1162.06,290.593,-1148.48,1315.57,268.047,-1301.76,1353.91,269.102,,,
1448,0,-1347.34,891.069,-6.86772,-1380.44,-609.961,5.82575,666.719,-78.6697,139.764,-1679.15,1014.5,174.943,-1438.72,998.144,80.348,-1366.23,1143.12,488.258,-1488,1097.49,615.001,-1500.53,1274.03,530.598,-1689.68,1312.96,268.84,-1670.29,1322.43,194.777,-1374.66,977.118,600.394,-1216.6,845.229,335.221,-1176.97,896.415,281.592,-1135.43,1094.3,266.398,-1224.32,1121.46,261.888,-1164.7,1157.17,288.772,-1147.57,1308.64,267.852,-1298.37,1349.6,274.343,,,
1449,0,-1347.31,891.084,-6.88904,-1380.44,-609.952,5.81522,712.743,-83.3001,140.067,-1680.53,1015.89,175.811,-1437.76,996.577,82.9402,-1366.91,1142.76,489.526,-1489.53,1097.61,616.516,-1500.17,1274.39,532.085,-1690.6,1315.11,271.57,-1671.82,1324.33,197.203,-1377.26,975.342,601.631,-1226.77,839.655,333.178,-1186.84,890.493,278.867,-1142.04,1087.44,263.396,-1229.56,1115.66,262.089,-1168.53,1151,286.98,-1150.12,1302.67,265.809,-1294.15,1344.28,279.412,,,
1450,0,-1347.33,891.067,-6.87508,-1380.44,-609.961,5.83096,762.334,-88.3161,142.971,-1681.92,1017.4,176.604,-1439.22,996.408,84.3374,-1367.56,1141.77,491.109,-1491.37,1097.68,617.968,-1499.61,1274.68,533.476,-1691.02,1317.66,274.365,-1673.35,1326.55,199.785,-1380.57,973.26,602.853,-1238.19,833.099,331.741,-1198.13,883.328,276.644,-1147.42,1079.19,260.521,-1235.67,1109.19,262.548,-1172.33,1144.01,284.967,-1151.6,1294.73,263.651,-1289.23,1337.99,284.172,,,
